2,10,3,9
3,26,2,20
4,54,5,24
5,156,5,32
6,437,8,39
7,2024,11,46
8,,14,50
9,,6,47
10,,19,73
11,,13,84
12,,25,111
13,,29,113
14,,27,130
15,,28,140
16,,40,155
17,,42,185
18,,39,187
19,,40,201
20,,45,223
21,,51,238
22,,52,273
23,,65,304
24,,62,327
25,,77,331
26,,97,368
27,,84,391
28,,73,409
29,,88,456
